Taxonomy	LA	L13	L1	L9	L5	L17	LB	L14	L2	L10	L6	L18	LC	L15	L3	L11	L7	L19	0	5	18	22	26	30
Actinobacteriota	0.031124696	0.05028594	0.082725301	0.072273713	0.031453362	0.079668704	0.031124696	0.084105699	0.016071781	0.027706567	0.023368172	0.026030369	0.031124696	0.060047328	0.005225794	0.013508184	0.03372116	0.032636561	0.031124696	0.028199566	0.005225794	0.007099191	0.057089331	0.042397949
Bacteroidota	0.250772366	0.096233485	0.2499507	0.286728456	0.177676987	0.185663577	0.250772366	0.137251035	0.355255374	0.283770459	0.464405443	0.20873595	0.250772366	0.167619799	0.312561625	0.302701637	0.204791954	0.238710314	0.250772366	0.190297772	0.468842437	0.254486295	0.323309012	0.179944784
Cyanobacteria	0.006606192	9.85999E-05	0.000591599	0.0001972	0.000788799	0	0.006606192	0.0001972	0.0003944	0.0001972	9.85999E-05	0	0.006606192	0	0.0003944	0.0002958	0.0001972	0.000591599	0.006606192	9.85999E-05	0.000690199	0.000492999	0.0001972	0.0002958
Planctomycetota	0.000361533	0.000985999	0.002070598	0.006606192	0.005127194	0.003155196	0.000361533	0.000690199	0.003450996	0.005324394	0.007592191	0.01695918	0.000361533	0	0.000985999	0.005718793	0.001873398	0.04180635	0.000361533	0.0003944	0.005620193	0.000985999	0.003549596	0.003549596
Alphaproteobacteria	0.554690068	0.624334451	0.51666338	0.494971406	0.597515283	0.596529284	0.554690068	0.585979097	0.506704792	0.511634786	0.238513114	0.542102149	0.554690068	0.577795307	0.598698482	0.530565963	0.579964504	0.522184973	0.554690068	0.599388681	0.453066456	0.663281404	0.492999408	0.63310984
Gammaproteobacteria	0.147834089	0.22490633	0.147111023	0.137645435	0.184874778	0.134095839	0.147834089	0.188325774	0.11703806	0.168901597	0.259219089	0.202524157	0.147834089	0.193058568	0.081443502	0.144843226	0.177775587	0.156971012	0.147834089	0.179648984	0.066160521	0.070893315	0.121968054	0.139913232
Thermoplasmatota	0.0001972	0	0	0	0	0	0.0001972	0	0	0	0	0	0.0001972	0	0	0	0	0	0.0001972	0	0	0	0	0
Verrucomicrobiota	0.000230066	0	0	0.000591599	0.001281798	0.0001972	0.000230066	9.85999E-05	9.85999E-05	9.85999E-05	0.002267797	0.001183199	0.000230066	0	0	0.0001972	0.0002958	0.004436995	0.000230066	0	0	0.0003944	0	0.0002958
Others	0.00818379	0.003155196	0.000887399	0.000985999	0.001281798	0.000690199	0.00818379	0.003352396	0.000985999	0.002366397	0.004535595	0.002464997	0.00818379	0.001478998	0.000690199	0.002169197	0.001380398	0.002662197	0.00818379	0.001971998	0.0003944	0.002366397	0.000887399	0.000492999
