ASV	19G	23G	27G	1G	5G	10G	13G	17G	21G	25G	30G	B1	B3	B5	B8
e86c53f88033757a68cc2b85349bfc43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8318b2bee2feee0fc84e0b6e15c48834	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e603aed4aaccacbc377747d22cd6e7a2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8fa7029b876af948b886fea1ef8d0abb	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
846faaa46facffc66f1fd190feea3b29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
42bfdde4c1cd9066aa6b0ce302646443	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5fd6211a08f2c8508ac8de70e1cf0455	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
842019aaecf8a3d78d731a7321bb4099	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1e618785d8190f849ab0fa68a2f33325	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
02e836f74a1d76c82522b78ae8a4eaa7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7dce82df44a0f3c9b681acf4d915e39e	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
67da1b9507ef7e5c56c9f4412c1f5208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
089abf51bdb089b511b56aef50ce89af	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
9a85e518b2e9e5b02b86d7fb98ee6055	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
f09a36cf2fe20a34b6603ec339fbb2ab	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3f67a62e7c85f6f01f02d8d3dd9c13f1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7e0b13933fe1062e695a72593ae1fa2f	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
25b9c8f38fe72706c2827b93437527ef	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
a41174a7d5bfe2232dfc20b77b225b4b	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
782f12043449bc65b3e7d8a5ad61662c	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
00d2da0204fd3d5bff485974d3b8c3dc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
99158c7e8bbba9aa26c655c93dcacfb5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7711ce8fb94af1866aaa8e2e48752472	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8b1fbd2e668b2d71f08005a21dceebde	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cb826972f3f71e68481f31e5df0f81f9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
af637732abac4e48c76aa21cebfd87c2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7c7c353a3fdd2e3f581afe9098ce7fb1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
f408bacbb2c8c272f2a1d004385d0783	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
924aed93df5898d76c221a1883d94054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54c466e1a9d284e33edb0f6d63777765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1abf5ee15f393fea7471a56d47e7c56d	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
