ASV	19G	23G	27G	1G	5G	10G	13G	17G	21G	25G	30G	B1	B3	B5	B8
ccdc4872bf4e2b43b9583d3baec1d561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ffcc4c99191a4932bbd9b4b23ce582a9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
8e425f3255fbc6759157a68917f022c1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c473ed5a621ae0143004b7e6de4fd1cd	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5147b643d314a5423864dd23758067be	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ebebf43d99ec8982d4a1b9fe003cdf28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9441ce114332d1f2322c34f9f7bf99f5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8bb9d5f03e3c9596467f3af4282b19aa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
95aab4eb7e59f888639b581c158cf018	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e5bb22f2ff3bd04daa7003d77da8d8b5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
525b2aef9b6be4f7b5bde999a2eb4c19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6865b9f0f6802f741002c79ba4596466	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
98b3ff103ced2f8e143f0a03f86dca1a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
feafeb5043b759dd761bc70214d81a33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2f8353bdc0d3bc1e5ce904f71229e0b5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
005246164bce27b1aef749a3f6421484	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1153f50705deb45cd3963a502459d810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
e4ae241aac75aa2c7f9c0e6717346454	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9dadc0c7b9991684b665d78c16dbdec0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4995aa7cd92d3ae02d0021aec17c633a	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
70f4f425ea252cf6598c9062856727ee	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
91c4458715d0ace7a17d88aa35ba66e8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d4fa2b425cf1e62130d7508d70854dbd	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4d25d81f331f0c35bb1989d34ce3cec2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
c2cd3903844ad5f21e4862c76eea2e11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
27c81e38eb21505a154d7f81cb685fcb	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
870207521efe58408706c0d9914df866	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b70f81abefec2a048c1c1aa75129ac9b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8c5332094e527cae4422bac21efb55d0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
950a1adfeb8f7c58afb7b7d7dcd064f0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7bad857003e25a8e04408d1ca50519de	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
f96bcd4c44258e3cb265682aec2bbe0a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
8f514aad451e98caa747667a12456bc1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4e24e0c75e6e7985dd9dae0644ff28ec	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4ac68be4d60c879896dbbd9da77a4db8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
51e789f99164113190215dea7bd0401b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4731ec9c2ae598c1047594ffe5086881	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
79c29aa94afb3f2158b4f66a4a12a838	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b9210c7491f2a0093406b44d7a23f42d	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
bd75ab6feedfd8765efb284d26377cdd	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2f5c0ec807ece97b37db19e34e3add34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
48798d837eaf9afde05090dab4fb08bc	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6a4bfc71c8bf17a6ee7a7538e80be370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1e825ffc8ec8e4c81738cea7aed1ec2c	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e676d209ffa1f3d8942f15f215fed0b8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b8af67aad33bdf45707d8e24cfea5a80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ab407c88c0aa74c05c0c139368c74981	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c8d649445fb1ba66b75b5dc2d2f1f673	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7b13a17034550e56be14e2d1b5de3534	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f120a483bbbe1f9cfce053e31eb56757	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
164ec8e6bf746698ae59b1353f0bd996	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f14f7bf80c814a91ebc852149f50ff0f	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
da5aa8f0452fb34533d27aeb20a76160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a881d68ac83287ac6d1b9406d7fb9295	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3029c28481f1d5deda03ff1e9ed06ac8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
009dacdcf06f5d28eec2205b451a436d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
a550322e9dff00fcc4fe421931380a9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
36af3564a9c15c486121696d728a57ae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c3d464f018ee9f0aa0da73db9d6a5b79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a2feb6fa200968cd1cee395a92f40d12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
66913e91a2b7220f58b892a1905e7782	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6c887b5e7f0ee2ec341fdbb0769aa1a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
17daf050fefdf565bbaeb5cdd93258e5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
b40c941d31f69fa146b082ff3df0d81f	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
fab7a7614c9d2305fc9ff007c178bba5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
52117015974df6ecd218ccb684e50ad6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
82f8272b0ee81007dca1ed5d70cb2698	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fd33461ed91fa1bdb174f798d297c439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
03e10eedc08750d9ca3e4ddc35a3b6be	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3051242a2c972daa51ea76de4f5cbcbf	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
468057d17a50ce77c4f8952b1fd97ba1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2c538dbe0ba6b49d9b696f6a564b51ff	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
f43c90f5885391d5b8823fca8c1406ac	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
38546b1b65ed0d57521fe6a3cd3d0200	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
b81534bc413960433d8e08d9976901fb	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
21c05bae7c2b6be9b16ccc247b705284	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
cf45b3960cb5096a153ff465ab342625	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
cdeef50c5b32d0c228c567139d195c2e	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8fdafbafcad71185b3ca7aebcf034a20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3e99cb9c032ac7ac90c644ddbc1763c5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
e1c93506ae29f50be01e58484640bbdc	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
79963bd56ee6cddfa3a280e35b4f2264	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abd541bd649f766c6527db6ee2a34e8a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1299a8f146c363701e069a61cf7aaa74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6c529624f03a57a455ad507154799495	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14f1e7b7be0fc8d5284fed559b33f6be	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5ab9467dafb83ec0edbdd02ffcb42d80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab41f6aff85988682c53448c24cfdb09	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
e2ac50c8d7f59ddce5b76562e501ed55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ad423c29f20e5ad58ae6e4cea9949645	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c102f166c50a8fcd8b3b30b5efb1a0a2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e15d53db65fa5fa38ba104075abc18c2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
294e726a3f05c6cb7073148d23f9124b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
72c4504b243c6f19ac95b4918809ab2b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
b89a42777f1e046614ebd5a9fc585429	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
b96d8bdfaa9c8427c1f40b1232a62205	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
a81249eab64474830efa5310a0f0b871	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
05b9ed0b4a20b272fcf73630c93037ad	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
01e74e3d17bf2ce15254a46df94cb4da	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
20703ef325fd459371e4669806571398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e00b35f1b5e5af9f63e8ce1ca76d254	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16e3c54387e4de636a7836c9ceb433ef	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
78ac5e71731468b2b52c2eabbac92f30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7a64a0a652d698a50bbc3a0b7e80159a	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16887fb175fc6bfd67b45c718df69e31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ce493970cc80862a74bd7b9e6c1401e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2ed1bc8d1ae90587e6a4ed70c03f3ce3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c4fdd5c6a84ca6a2127030c55c49cfa9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1ae513975915e7e5199183c022ccf7eb	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
319a7aaa0b89282de06b04a1de65d435	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7443f78e549572586311fd3f5be1492e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
07c3cb6845e971158787d0c05c282be0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4187663f188d8b33cbe16e10273ed93a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
57863691dc4f4a0518294498f2320d51	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
a61155e4a1fe638f63e9ab6ae2ac4d8d	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d98b96b2b6c7050e3c6f5ee783a0a37c	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7914f2570d30a8e6dca54d513143ee1c	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
a69581ba4d7689e6e02a7b57bea9591a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f28270442ca0bb5a57b3ae511351ec2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
a9686c959c738856f1813e0cf1036736	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0fad8522d6d321d3fdd6ce7201194a36	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
76e1e57ad76c0ee3b6e675605535cd49	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
e06aabab6ba8e96898c6bd02aeff3425	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
61903dd4c4f49752f435cc0d15b0a5d8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5e2fe5063b31c799e2da5e4789cf4899	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
08292785a87250648e9138eb12b965bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d0ace7e521c9205e0e0812472a5aa0a8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d7b6438da16613e4c595e982e18089d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
e28c962c1f52dc47403cee9cf87e7458	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ebb2e238031624e2bd926c9e262f216f	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0c91f279dd348770b2022ce49a403344	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
cbd8ef815c401266c57d1ec9dc19ebfe	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
f7f803e65d975b510b15cc14d382f0a4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
b1568116dfe258cf0953f5bfd754431f	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
777826acff5a76797a1131b6b00aac4b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
e66da9ed5619f705b808945a197789ac	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
87df95dd50366ca8799ca1a95e66529e	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6a609aa31f37bb5f9d65f6e408af057d	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
49dcbd9f199db1ac43d905b9c11e9cfe	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
58df06f752ba019818bd1026bfdfef9b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
dd080f02dd11b2f185328f47bfa8e6db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
692df0e0edcae6f360a12f9fbba3a0c3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d42df929bdb84094eddd8f2ad4f5839d	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6be1076c9bbd3a2a8d52158e39b94d53	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
83945f15623fb29e4b00fc3547484708	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
97230b182e1eee0b05340065c14f565a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3510bed8039a58240fde8501cab76409	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b6556fbe57151230ac0a677dced06786	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ac3a9c5675e527afbc40960015a7a1f7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9b6a7459b2c92cee0abfc36d503488b7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
febbb96bc35744a5fc6936e547e3041c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cdcd099f5a0bbf02f1855fc91096e6cd	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6f725a5c3c4bb896235a10e7950381cb	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d22623b958db4e0c45992cacca09b0ff	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba0f93d3476df887cf4180dfd02f4e7e	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
77064fd4b9ad5ff7b9da9720a71fb695	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
dd39462bb8a8b81e657a1e994938e1ba	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4e24ec1a6adb4d8f0e5bdae2e256ea61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
51af4b9f352bc874b5c337fe14b1316e	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0d54d6b473e9b6000938aea6b5249614	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ac34fa8f201f05b0eed3292f9926c35c	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
06ae5877b551fcd26bd2fbc68508ae1b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
e653803a11a886bfdc766fc13b655091	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c03a5e6969d257f15ed0db4c6e204084	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
8082e34b2f662122837ecdd0a66ab038	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e394a4478d975aa95c20b64312e729a0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4fd74f214dfac1444076e059517a51c9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
cb46cb40d8a3b3d621d5eb1069047a74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9990b5b1df5fe2c4b39381cea6720f94	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4769199839c20dca77de94318a14b518	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c36850d73db53dfaf307a2cb3f18c065	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
f621786dc2b0b5888a43fca37c3b0896	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3a479c374911568683917123796421e4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
69648ac9013648dbcbc092fb79be918f	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5d2cc0fd08edb11565984f02b6905bc4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
096b345b6ab980385849b2af1c0cd2dd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d20323bb3519362211b53d7d8ba70f4f	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
e9ab1bb862bc70a854fbbe9dea15bbaa	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4cce2a0b85fe43f38d6222ed3f9af7b6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
e3ab95fc9f8ac92cd61a2cf55df77bd7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ad4c2c8f0faf4c3860d97d5b06f7c860	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224b9b1f412c69ba74cf159ea515ba19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
664371ffd0384d3a13c5f0d0ff83cf94	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6701b5094cf748601221b77b9c878ce5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ce1b7d5c28c2f340dba2e028dfd52e9a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4c8b2e9d6ebadd691bfaf5132bbfaa10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7d6b59b6de03d1881049611dcb0a6757	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
13c6953f0c2c7887b600b30120a5f499	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a835d570f78d3c45a50487f34439f33e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
9cea0529d0665f2d6ef65f229448e2df	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc050689b0fc720f917f2322378daaf0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
08c66e128a4b08c2937010333d1650fc	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
d2c5849d42b5b3f954a587b06f88f505	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0f163944a804dbd0bf58580871e951d3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1abd3bf8da02129057d1426c55b05eb0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
89e07f3f924c4262ed925048a783c4d0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
613ecc8491067ff9ee2b9ad38110e63d	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3a1b085264c4c30525558d576cca885f	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ab80157e838f3e3567f16e4053fa4c76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f948fcfa0a870584266b1c244ca8aa24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ff677157fcc54fdb7d97c190a0af965d	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5624cda6d395f0a48f2d6f6dcd9cedf3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4bf0922f1b71f1fbfe243272e71eab0e	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
82f40dba334525d950254840679a8d49	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4d4b542fcfff01bfcebb610e925ce20d	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
603eaf49a68a09772a8609fdb8245aa9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2736d9b3823583087135d5438be47cee	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
27453ed788e286f15d5128feaba4bc34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4d2fbf19fa09e89f2f1e11e518fd510a	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
cea4f9975fb643e615cbe6deb5a4f946	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
570a1559871fa4e82f6b4f76f0d4ffd0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0ccf108b8a76c16d66a15aaca6dfdc7a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7629a8fd226c7092ea27249cc76059e5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12bcadc21759e404efbcd5ee964920cf	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c0b84a4df165590a7c424d6695900834	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2f3242ecaf621011ff89504100746cbf	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
93daa29a99b0a1531190850329373888	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ea0e4f622b8c83da21e0c5c0a69f28ec	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27497ebde8a1db027cbe2486803941b4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7f7813a92243ac3f4fa5a3e080cda016	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d8772d2b412947cc96bfcc48e49ed8e6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e0f9f3338378cc7e8e6b9152fe416570	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
447ce51f716995ac29775f53ddb0fd9a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
9b12afd207ea697cfb3ee35e5d9c7576	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1e47c78cbf9251020edc0f8a4b35bfac	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3052bfb6f6a5923e7e480e01b828e197	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79f888692ca7ff3f8b68499c771ccc6d	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d5c7ac0207a72de9623bf07ea5af165d	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a390a9d884cc721d214585451c8fec73	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
977e38dbc1d86d57ae57484a0471a75a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0ca837babe6249fba596e0c91b09c2d2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
997e42ce80b2e581e5d24263ca96926c	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6e666ab69becf70b57448827c4687c2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b803f8bf522de3a367f0087f480a6697	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ec788d2e1d07c4ecdfcde89c4a098b2c	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4ba066d51604198281323e723413b2cb	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
b71c283a375c9fc185ad9885b41e387f	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a01bb83719f779bb593889b42c0c618b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
bae4b88b7cff117c98b2395ac7ab1038	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
f54403603e2b042f611ddbc9b2f1c6b5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1f26e2d247ac0c9221bf3210b92ebcaf	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d3513e007563d7e2ab0737148e96f9e	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfe7673c06ebd96534a89aa3b2b2940e	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2572400594c52bc1388006e447f6384d	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bea5a976149c16ce696afc80f34f26ba	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0ff643c8905c112f2baa0c8f6c402ba2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ee801d8c010d00c69af85590211dab40	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e40f71f9e5597c99f8d7afed74fe50f9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
63def63afb2d5075f77f4f7224b0f972	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0fe20de78a51d70cbbf9686de0ae1d7d	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4de9caf00589d45afc0f3297d039f0ac	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b4066b111240b3176874d6679b099564	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
e2a6a0544590c4863ebe114e4f851a07	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee499c875573f2129c7c07af2101e3cd	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7e8877717ac300764fc5dc7f294d9af2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fc4337ce88fec60ee6dd136930662316	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2f05696389478811491feacc8713883e	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d558652c26841f560770100e2af66878	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
de7e2cbc6f1bcf141fc7b1413d923550	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e898411236a0433693a60c991da871b7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
a9aa18b66d6dece6be59e85e44e20434	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
86f429f9e87eb3c14fdf4a4b9695d11b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1cc7ecb1d2999e88e075babb6a5fc3b8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a85b2f4ff4ad6f2a5f4f3b0521753acc	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
8d2059cf3336f4275f3144e42b44c23d	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
8760d85eda3ef4d8d8461132a71871eb	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fd27491f1b38fc07069f42c0d742399e	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
