ASV	L13	L1	L9	L5	L17	L14	L2	L10	L6	L18	L15	L3	L11	L7	L19	L16	L4	L12	L8	L20
9f81c5ec741556a175786b8ada986894	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0abb635da787941768eef00b4fc5decc	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79f5b5c6b14919650e7b2e2f7427ec5c	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
fc70f5ccae412c5d8b34567cee9e336a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
e8aac12c113ddf7fbaf52b953c8a13c1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d19e4caa6b80020521bda0bd43a6039c	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6de0658555959fa265dec501506b521	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
498d155ccfc826aa95fe5d99e424aec4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
378c5e2471a434c612dc05eff7c36baa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d0c07e09f1abb438ebcdb57b400a8ff8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1be8621df9eff94525355a060bbf833d	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
80c173487f943211d398b45b05b91cb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
cc708d2cd4777fce6b329a41e3977b80	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d61c023faf62fc3370598b9a922848b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
569418d8a9d93e6188370fd3208110ac	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cdbc841135f6b34868fc9ae40f8208e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
be45f3d9c12bfdeca216419bf01d448d	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e326d0777e4877631bdf7cadb3fd6176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f4884a2475d315066c10595398478955	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e37eb15d20829af47c15f96b4bc2c284	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9db7ccc32f530459e87d487a99cee4be	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cf4dd942bbf3dcd0a5012bad17bc3444	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5964748c87887d5ae98df52d7f378eef	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c93517b84ec50dc72dda9e559ac6ef5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
a6ef94c64f7ff4aaf8d5f60ad1412612	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb43822889ddea02af9cfed5013ca0a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
043748ea46a1e0b5dc0b35d0c2b8f8c8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
f3d3ce7b1a19a03c9464abef67d99358	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
489837d56d173253bbb05eb6cfdee374	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f4bc14e63b207b46230daa270b6e4f8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c4ce913cf19addcacb1545c292ebd45a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a4fc58c218f8bd9382d8ba02a07b3365	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
401bec9ddc07f6d53c0d633c8db8831c	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
54996d6b1ba60c21f69cfb2263207313	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddc59558881133a1cac47fcd86cfc5d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
95461dbd8696a556eb068df041208715	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5e1d35bb38c5b0841b901d4d468dbba4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cc6ac01a37c6364047f93bb62765e813	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
954b4dba4e7b88461077834446c3b6aa	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9c6b8b8de9769fd7ac8ea199463a4e75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
095c3e7117aef747019e37d5a54a377a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
b9c1cd66f7dbba7cca2da88f7e6292cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
793a8ef4a2ae6df951e5f274b7446bb7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d705e491de175547e80df132791bcb04	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
bb7a0588fd1d8941255466415732c845	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8ec78b411c7783b7969bacd968ed1c5a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
041a3e964bfdefa537d646101bd80664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
20f8aa6dce85df786ba8d2e474cc2f6f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d5d269c4f8edcfedd08151b19d4a3ab6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
c5bd70dd3622f0d32da0506803ffeaa7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e62937b7087425e320b2de8c4a8dd48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
197064e0ffceaeeb158db1732023fcd6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
38b7b3afd811314ed25411987a1250c9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d62ed247f6611c2e1242b1454634bff3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df519acad424f9d2246f572bf65384ad	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7f425564478ed5f72c4a9ef112b2d052	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eeeb9a444be57f2ff162cc9a21dc5e77	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402a781522eac047e387bd05fcc03630	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60d5622b2ef4e118d30e916bfe70d4cd	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
c4f0e5ef9a1434f9c974462074255d69	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39b896fbac17707ab2c2c19d709376b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3e4ba0f7cfca012ec1f72be68c9af061	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11b04eb0ca4cbb04c13c8ae2c3c23bdd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4ce8b59b5788f9aa7783e924252f246e	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e57107f6323aaa67bc75c1197685dc56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6d07986e62a43868dfdc7f8b8c2bbe95	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8a4e81b23479bc0bfde93d6c86a895c6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4377dca45709624acf7dbbe631ebbaeb	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c8d0d370bca16e6518a00a8c87fe400	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ba322a0055ce5689f790777710b49a66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2fd04fa0ae15a9304537819364b0d769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d0564f17ccadfaf568d58e68ba8b9336	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
def99bcd71b07bbb920a5b0887c4c756	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
09c621941aa9e124f443fae93d5be8e0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4b64ac93e192c09449da22a3c4550d03	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22636056a7c56a864ad7f1f3ab08025e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5d25720370669682916ecda90abf7ca8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
32d7c74425f6ac8d01fb5488371dad92	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
06b805d0d94b3d6271a2e11820cd7bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0648b1c1f583bb3b5b78ac5df78d66e4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
240fa303e8a64f8380455847e4b802d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bc168e708223867e876b3afa1b9c46a9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48e514a21cd2f2d2207f7e6411493378	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2695b41690e6083da63d0101e1f1823a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e93ad54d8f1c08a42aab0ede52616bb	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bb2989d0282640215a1460006c1611d0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad083b8fe3d77256d25b72360a415cd3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ef470f6481c9783c8494fbdf19725682	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96cb038e9960849246af6b6921cd8776	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a38b6c5b62b944f8cc37b6443c66281b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f26860dd10fc40c0f60b6b1164510e9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3cfcd54614a747ebc1688dae6a92f841	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b92373ab0fff82a3f8b7340761bdd16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f0b69f0a9ae84cfb32cb06bc88a85e31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c068061485dcc7ca7f2ab4df01f7d057	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3c7b31539e0e24654f3a9d4af9834b54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b663013b83d35cd2d76773b901909d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c9f2daf72560c6bbc431c4defd927a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d0ed4414ffee596b4a0257fec5984e7a	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9eb0cf817f0d53f4812001c8782936f8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c7ee05a8adae50f55a6bfa80a781ea7c	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166b142aeb1f3eee5a61fd4e8aa4aa46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f6e59adff14c20cfae8bb300a9df624	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f86b2abb1d95c8dc963f882d8fab6bc	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8c8732afa98a415ad1385ae25cb5a6b2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46fb1c7bbd30750ffe185193f2043d01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
306ced5f990763d584b94336b0db769d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f05696389478811491feacc8713883e	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
a8d622a907b5f854c98e86915fc8b80c	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e66e35f0b27340d30434bd5d0f0de4f6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
a4504ca6451c377ac3a9f40e8901dc43	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a10f3715a44d978936c4cca8a7e5c62e	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ed968a1d6824537d77fdcc93cd446adf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0d90811ba0f618ed276c6bb66b6ace3b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0fe8c4047d87f8f43d0e2211ffbb547f	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
63ce210246eea7edf14015156fc3c5ef	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
637a8d8941ba7b21f3fc289a07b24637	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8f97f6469c0e697f44f150cca22c9b6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f56d34d7999f9d96b7439704bc4688e6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d30dbe44a41133999cb14f3fc7648280	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
a8a30f47b64323466d43aabc79f944bd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6e1f94712ee5451b741cf219087f153b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39e4fc69725d4ef1c932b056ca071f6a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59ecc4fb9a00f8fb3c88028eb6ac1c02	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d8410376e2e77fe0172670b2ad29b883	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
933f0f0ffc2ddef058f9bf59a3a00e68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5337c8b1457420ccf485fd6059acbf42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
91e3dccaf80c5214f2ee55831a0d4659	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
314d5fa2c56029966353e99b580fc402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bad88374efff487927d0e755451bf5d7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
c7b552628c6d794e1039def2c1437f7a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0a145a3d3d1939a447a691bc5b3bad8e	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
e8aae4a50f27fd27246df78417488dfe	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23d83378710c284ae970eee0f13b7144	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
45373c1e44074d9b193a05f009b92b6f	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
649db5b0c7a31e7352ab3cccb3b64640	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a4d5faf698dcdcb378a4949f38309a59	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4734350f7e4dd6e11d21fb430392bfd1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
882e65b1727c295b16fe5f8b1fca0986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7f38fc8e609dd9275fad606c3e67414c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1a78f14e8dda287a4f259b957dba1248	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6df4548103702e3f144b1ac7cb7d7648	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ab94e23b898822c9bfe847e4027a5abe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
40ac254dd1c6767e69e2bdfc060547c0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d9c95fd9c8be23cb4c4586b3130e17cc	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44f43c29844d8e1321d1dfa8c3f71a71	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2ae702985bc28e06e928b95586e2ff71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
611ad9e8003248638d5e5a7898c271e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d67577a29ff0c3f8ce4755f1e7bc656d	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5ac07df160c4604f3bb3e3a2bf2325c2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fedabf53d8d31c93bb8fcb24cc73e8d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
45d8b07f5fc2bdb6375bf423a22fe520	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0223d1654e6c8440f86709874aac9121	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b1c9f60acf261e7199e4e00c9576f6e8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1257b48b3127267b8f94dca9b39dd3fd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ad261c328f462922fc754998da1e0efe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
72e430bac5774980691731fd6b861dc1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4816554f542482f4dd0ae15da049fc66	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
117b1daee7147c1e655708b95a186b83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
86645e2ad1666bd324ffd4aefaa14783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d91c8ca12e44311b44b37ff89706f9bc	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
88a91298d9383c9af574d80cf17f8eb9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0f7dd5f60a771d6e2708175e49fe9f30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
451512bcd3fcc5c84aa430e2f4e2863e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
053c31d0c5208a682fc05cae8a6fe314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ff8f7b00da8ffe6d3b50fe979b2acb1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
a59c23349557ff78ed7c9a07c18ac59b	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd6a718d328dd57a8c802599ccb5ea7b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
f4c8840360c8205b85ddc4189fe17f0b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d8bda8d325e8fc0f048d058bc2ec74da	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
018f3e80bca30bca54c627ba7f8fa8fc	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
c8ae30694628d88926c743be0dfb0943	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9cedeca7280ab1dd7007f61663f4d671	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7aa242a93a0cf1a8445425084aaa2092	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cc5674f46c0dcf646ea6e4e67324bad7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4abed10a735dc87ee8fbe02a51fea689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
595421a995d87f75fa96cadbea0c0f62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0d778e217d7821e23d5486070199fbc4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ae804ddb11d22f08967078bbfc8d234	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4f3a30b03d3ea95999465474254eafa4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3598c71abdaed891faf64ab69261d5e9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24d6804a41e33ba583ae8441c6b63800	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
131a369d2e370a0301adb9f2608d5a2e	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ad5c1261030cdeed6a7a42760b7c02ad	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4c0cf7688630de5bbb891fd9096469f6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16c5dd370d799f3ba07bb55fee1a1c5d	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
baa856f09a17b4b7ffe61f9a007193dc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
df6ba94239cca32b53bbc7c9ddbefb67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4eeea9b55c79bb3352f119ac323c2466	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa0cecad301b9f636a54ae5ae13f995a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
02a180608186737b383efd21d01b7553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
a2a0b907fdd289719d13bd7f28c996a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
cedf7b4d20e1c2438ca68ffdce324acc	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1b762b88b0369917d428412676999642	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
732d42ec73bbacab8e0c98630bd8c6d6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
f46c2778dcd63c2941a168ba647fed1f	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8410609a847129a2c489202b8f823a0b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
56ffeeb31e253b52e4abecc0d05573ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8776a4551defc4dc7ab99bf2685f62fb	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
37051b8c72ba192591090c682c986517	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd5d16eb35878c1fa319371f920cd876	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
408af5644689f1e13c324d56bbf0311e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
46e00f0184ba7d6b4c16b0c5cdb4fe97	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fae045ae240bf3eb8f415682b3a6b52	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2a84f20ce2d1b3264bac03e378c1eed4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
904d47243b4a97a2dfc72df1e4bfe9c1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2354772a0dfea03c0532be1eba938f4b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fbffbe8443f07c07be2494a83f44f34	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
8110617f4c157446a0b2635f97f8aac0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
35290f976723610faf05e6857df4fc42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e80aab516bbcb7752da4e2035a021f4c	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ae9badb6d20b15c06342a2cbf26bbd6f	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4059e63e2210471017acba9720c0c4db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
f54819c7e33e6c5978b8a4537d1da8c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
22e69ffe2026e114a2ea38d5c6f0ee5c	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ce1434783d219cce86ad4cdeeac6817c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
e714371e66bda769c60d6a872cc36e9b	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98bad247a2a54d19b99dda36474916fa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9b48576676c843388030628b822dfdc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ac064fdbf5fc3acb4b70ea8454e242b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
06ae0310771c6d88e11ffd3418ed0be0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
41d57f948b8067acc03b7d495b419a85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
b245992bdaeac1f5ae1072e60b165a70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1bf11a0299dcd6898f07ce87911f69f1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
