ASV	L13	L1	L9	L5	L17	L14	L2	L10	L6	L18	L15	L3	L11	L7	L19	L16	L4	L12	L8	L20
4b5a32e06431d250488d8dc966df1ee4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07e75faca3f2572d1863abc65730785d	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
f8d4f48d9daa5fb63c66cad191484791	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
e5137d2df5f396dc8456cff31cac9087	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69640af016c09d995e24639aff1de94e	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575f4bbcc4786d32938aa0b691777699	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
eb5e13152503b4894d234690e5af724c	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5d89b1766fb0acb834e0f9a4ce20bfc7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08b56ee886f704962c2217b225d6fc11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
a3f58e8adb5c276272aca1d5578c2d00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1435c3b58a4d5ba4665e6dcbb00145db	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4658c81b3b39d408da7464b03882d5b5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
26110d8b06bb8f7f325610ac57eee6b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0ee2fc68e9f715b4358f67e57f8ab7a7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3ad60ffce5cdcba1988d9b74a64667f8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1ac0c3b0209e1f60a31bdf66e556fbb4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb543115919e7e06a5c5607222cbff39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c2f4e0d75919d132d52abe4fa8036b7c	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1d2763ac2910a772c39fde7a21e89786	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bba93916201ddbc410d444d81a8f7e75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
